report_date,hospital,region,lag7_used,pred_hosp
2026-03-31,Tipperary University Hospital,HSE South & South East,10.0,5.608350120731814
2026-03-31,UH Kerry,HSE South & South East,28.0,20.81688302859977
2026-03-31,UH Limerick,HSE West & North West,63.0,39.292460477881335
2026-03-31,UH Waterford,HSE South & South East,0.0,0.0
2026-03-31,Wexford General Hospital,HSE South & South East,2.0,0.0
2026-04-01,CHI at Tallaght,Dublin Midlands,2.0,1.0078887434911818
2026-04-01,CHI at Temple Street,HSE Dublin & North East,0.0,0.0
2026-04-01,Cavan General Hospital,HSE Dublin & North East,12.0,8.471153515031299
2026-04-01,Connolly Hospital,Dublin North East,0.0,0.0
2026-04-01,Cork University Hospital,South / South-West,48.0,35.47366008594643
2026-04-01,Letterkenny University Hospital,West / North-West,32.0,25.701894578654183
2026-04-01,Louth County Hospital,HSE Dublin & North East,0.0,0.0
2026-04-01,MRH Mullingar,HSE Dublin & Midlands,3.0,0.0
2026-04-01,MRH Portlaoise,HSE Dublin & Midlands,0.0,0.0
2026-04-01,MRH Tullamore,HSE Dublin & Midlands,0.0,0.0
2026-04-01,Mallow General Hospital,HSE South & South East,0.0,0.0
2026-04-01,Mater Misericordiae University Hospital,Dublin North East,12.0,3.665931046184877
2026-04-01,Mayo University Hospital,HSE West & North West,24.0,16.95584290233949
2026-04-01,Mercy University Hospital,HSE South & South East,12.0,5.291304376544645
2026-04-01,Naas General Hospital,Dublin Midlands,15.0,9.101795025274036
2026-04-01,National Orthopaedic Hospital Cappagh,HSE Dublin & North East,0.0,0.0
2026-04-01,Nenagh Hospital,HSE West & North West,0.0,0.0
2026-04-01,Our Lady of Lourdes Hospital,HSE Dublin & North East,12.0,5.707010077293547
2026-04-01,Our Lady's Hospital Navan,HSE Dublin & North East,0.0,0.0
2026-04-01,Portiuncula University Hospital,HSE West & North West,0.0,0.0
2026-04-01,Roscommon University Hospital,HSE West & North West,0.0,0.0
2026-04-01,Sligo University Hospital,HSE West & North West,23.0,14.406278850447508
2026-04-01,South Infirmary Victoria University Hospital,HSE South & South East,0.0,0.0
2026-04-01,St Luke's General Hospital Kilkenny,HSE South & South East,0.0,0.0
2026-04-01,St. Columcille's Hospital,HSE Dublin & North East,0.0,0.0
2026-04-01,St. James's Hospital,HSE Dublin & Midlands,31.0,22.205781112578464
2026-04-01,St. John's Hospital Limerick,HSE West & North West,0.0,0.0
2026-04-01,St. Luke's Radiation Oncology Network,HSE Dublin & North East,0.0,0.0
2026-04-01,St. Michael's Hospital,HSE Dublin & North East,0.0,0.0
2026-04-01,St. Vincent's University Hospital,HSE Dublin & North East,48.0,36.50487079979757
2026-04-01,Tallaght University Hospital,HSE Dublin & Midlands,29.0,18.57047401583106
2026-04-01,Tipperary University Hospital,HSE South & South East,16.0,11.608350120731814
2026-04-01,UH Kerry,HSE South & South East,36.0,28.81688302859977
2026-04-01,UH Limerick,HSE West & North West,58.0,34.292460477881335
2026-04-01,UH Waterford,HSE South & South East,0.0,0.0
2026-04-01,Wexford General Hospital,HSE South & South East,5.0,0.9937367326685669
2026-04-02,CHI at Tallaght,Dublin Midlands,2.0,1.0078887434911818
2026-04-02,CHI at Temple Street,HSE Dublin & North East,0.0,0.0
2026-04-02,Cavan General Hospital,HSE Dublin & North East,12.0,8.471153515031299
2026-04-02,Connolly Hospital,Dublin North East,0.0,0.0
2026-04-02,Cork University Hospital,South / South-West,48.0,35.47366008594643
2026-04-02,Letterkenny University Hospital,West / North-West,32.0,25.701894578654183
2026-04-02,Louth County Hospital,HSE Dublin & North East,0.0,0.0
2026-04-02,MRH Mullingar,HSE Dublin & Midlands,3.0,0.0
2026-04-02,MRH Portlaoise,HSE Dublin & Midlands,0.0,0.0
2026-04-02,MRH Tullamore,HSE Dublin & Midlands,0.0,0.0
2026-04-02,Mallow General Hospital,HSE South & South East,0.0,0.0
2026-04-02,Mater Misericordiae University Hospital,Dublin North East,12.0,3.665931046184877
2026-04-02,Mayo University Hospital,HSE West & North West,24.0,16.95584290233949
2026-04-02,Mercy University Hospital,HSE South & South East,12.0,5.291304376544645
2026-04-02,Naas General Hospital,Dublin Midlands,15.0,9.101795025274036
2026-04-02,National Orthopaedic Hospital Cappagh,HSE Dublin & North East,0.0,0.0
2026-04-02,Nenagh Hospital,HSE West & North West,0.0,0.0
2026-04-02,Our Lady of Lourdes Hospital,HSE Dublin & North East,12.0,5.707010077293547
2026-04-02,Our Lady's Hospital Navan,HSE Dublin & North East,0.0,0.0
2026-04-02,Portiuncula University Hospital,HSE West & North West,0.0,0.0
2026-04-02,Roscommon University Hospital,HSE West & North West,0.0,0.0
2026-04-02,Sligo University Hospital,HSE West & North West,23.0,14.406278850447508
2026-04-02,South Infirmary Victoria University Hospital,HSE South & South East,0.0,0.0
2026-04-02,St Luke's General Hospital Kilkenny,HSE South & South East,0.0,0.0
2026-04-02,St. Columcille's Hospital,HSE Dublin & North East,0.0,0.0
2026-04-02,St. James's Hospital,HSE Dublin & Midlands,31.0,22.205781112578464
2026-04-02,St. John's Hospital Limerick,HSE West & North West,0.0,0.0
2026-04-02,St. Luke's Radiation Oncology Network,HSE Dublin & North East,0.0,0.0
2026-04-02,St. Michael's Hospital,HSE Dublin & North East,0.0,0.0
2026-04-02,St. Vincent's University Hospital,HSE Dublin & North East,48.0,36.50487079979757
2026-04-02,Tallaght University Hospital,HSE Dublin & Midlands,29.0,18.57047401583106
2026-04-02,Tipperary University Hospital,HSE South & South East,16.0,11.608350120731814
2026-04-02,UH Kerry,HSE South & South East,36.0,28.81688302859977
2026-04-02,UH Limerick,HSE West & North West,58.0,34.292460477881335
2026-04-02,UH Waterford,HSE South & South East,0.0,0.0
2026-04-02,Wexford General Hospital,HSE South & South East,5.0,0.9937367326685669
2026-04-03,CHI at Tallaght,Dublin Midlands,2.0,0.0
2026-04-03,CHI at Temple Street,HSE Dublin & North East,0.0,0.0
2026-04-03,Cavan General Hospital,HSE Dublin & North East,12.0,6.261844270712206
2026-04-03,Connolly Hospital,Dublin North East,0.0,0.0
2026-04-03,Cork University Hospital,South / South-West,48.0,33.26435084162733
2026-04-03,Letterkenny University Hospital,West / North-West,32.0,23.492585334335093
2026-04-03,Louth County Hospital,HSE Dublin & North East,0.0,0.0
2026-04-03,MRH Mullingar,HSE Dublin & Midlands,3.0,0.0
2026-04-03,MRH Portlaoise,HSE Dublin & Midlands,0.0,0.0
2026-04-03,MRH Tullamore,HSE Dublin & Midlands,0.0,0.0
2026-04-03,Mallow General Hospital,HSE South & South East,0.0,0.0
2026-04-03,Mater Misericordiae University Hospital,Dublin North East,12.0,1.4566218018657846
2026-04-03,Mayo University Hospital,HSE West & North West,24.0,14.746533658020397
2026-04-03,Mercy University Hospital,HSE South & South East,12.0,3.0819951322255523
2026-04-03,Naas General Hospital,Dublin Midlands,15.0,6.892485780954942
2026-04-03,National Orthopaedic Hospital Cappagh,HSE Dublin & North East,0.0,0.0
2026-04-03,Nenagh Hospital,HSE West & North West,0.0,0.0
2026-04-03,Our Lady of Lourdes Hospital,HSE Dublin & North East,12.0,3.497700832974454
2026-04-03,Our Lady's Hospital Navan,HSE Dublin & North East,0.0,0.0
2026-04-03,Portiuncula University Hospital,HSE West & North West,0.0,0.0
2026-04-03,Roscommon University Hospital,HSE West & North West,0.0,0.0
2026-04-03,Sligo University Hospital,HSE West & North West,23.0,12.196969606128416
2026-04-03,South Infirmary Victoria University Hospital,HSE South & South East,0.0,0.0
2026-04-03,St Luke's General Hospital Kilkenny,HSE South & South East,0.0,0.0
2026-04-03,St. Columcille's Hospital,HSE Dublin & North East,0.0,0.0
2026-04-03,St. James's Hospital,HSE Dublin & Midlands,31.0,19.99647186825937
2026-04-03,St. John's Hospital Limerick,HSE West & North West,0.0,0.0
2026-04-03,St. Luke's Radiation Oncology Network,HSE Dublin & North East,0.0,0.0
2026-04-03,St. Michael's Hospital,HSE Dublin & North East,0.0,0.0
2026-04-03,St. Vincent's University Hospital,HSE Dublin & North East,48.0,34.29556155547848
2026-04-03,Tallaght University Hospital,HSE Dublin & Midlands,29.0,16.361164771511966
2026-04-03,Tipperary University Hospital,HSE South & South East,16.0,9.399040876412721
2026-04-03,UH Kerry,HSE South & South East,36.0,26.607573784280678
2026-04-03,UH Limerick,HSE West & North West,58.0,32.08315123356225
2026-04-03,UH Waterford,HSE South & South East,0.0,0.0
2026-04-03,Wexford General Hospital,HSE South & South East,5.0,0.0
2026-04-04,CHI at Tallaght,Dublin Midlands,2.0,1.0078887434911818
2026-04-04,CHI at Temple Street,HSE Dublin & North East,0.0,0.0
2026-04-04,Cavan General Hospital,HSE Dublin & North East,12.0,8.471153515031299
2026-04-04,Connolly Hospital,Dublin North East,0.0,0.0
2026-04-04,Cork University Hospital,South / South-West,48.0,35.47366008594643
2026-04-04,Letterkenny University Hospital,West / North-West,32.0,25.701894578654183
2026-04-04,Louth County Hospital,HSE Dublin & North East,0.0,0.0
2026-04-04,MRH Mullingar,HSE Dublin & Midlands,3.0,0.0
2026-04-04,MRH Portlaoise,HSE Dublin & Midlands,0.0,0.0
2026-04-04,MRH Tullamore,HSE Dublin & Midlands,0.0,0.0
2026-04-04,Mallow General Hospital,HSE South & South East,0.0,0.0
2026-04-04,Mater Misericordiae University Hospital,Dublin North East,12.0,3.665931046184877
2026-04-04,Mayo University Hospital,HSE West & North West,24.0,16.95584290233949
2026-04-04,Mercy University Hospital,HSE South & South East,12.0,5.291304376544645
2026-04-04,Naas General Hospital,Dublin Midlands,15.0,9.101795025274036
2026-04-04,National Orthopaedic Hospital Cappagh,HSE Dublin & North East,0.0,0.0
2026-04-04,Nenagh Hospital,HSE West & North West,0.0,0.0
2026-04-04,Our Lady of Lourdes Hospital,HSE Dublin & North East,12.0,5.707010077293547
2026-04-04,Our Lady's Hospital Navan,HSE Dublin & North East,0.0,0.0
2026-04-04,Portiuncula University Hospital,HSE West & North West,0.0,0.0
2026-04-04,Roscommon University Hospital,HSE West & North West,0.0,0.0
2026-04-04,Sligo University Hospital,HSE West & North West,23.0,14.406278850447508
2026-04-04,South Infirmary Victoria University Hospital,HSE South & South East,0.0,0.0
2026-04-04,St Luke's General Hospital Kilkenny,HSE South & South East,0.0,0.0
2026-04-04,St. Columcille's Hospital,HSE Dublin & North East,0.0,0.0
2026-04-04,St. James's Hospital,HSE Dublin & Midlands,31.0,22.205781112578464
2026-04-04,St. John's Hospital Limerick,HSE West & North West,0.0,0.0
2026-04-04,St. Luke's Radiation Oncology Network,HSE Dublin & North East,0.0,0.0
2026-04-04,St. Michael's Hospital,HSE Dublin & North East,0.0,0.0
2026-04-04,St. Vincent's University Hospital,HSE Dublin & North East,48.0,36.50487079979757
2026-04-04,Tallaght University Hospital,HSE Dublin & Midlands,29.0,18.57047401583106
2026-04-04,Tipperary University Hospital,HSE South & South East,16.0,11.608350120731814
2026-04-04,UH Kerry,HSE South & South East,36.0,28.81688302859977
2026-04-04,UH Limerick,HSE West & North West,58.0,34.292460477881335
2026-04-04,UH Waterford,HSE South & South East,0.0,0.0
2026-04-04,Wexford General Hospital,HSE South & South East,5.0,0.9937367326685669
2026-04-05,CHI at Tallaght,Dublin Midlands,2.0,1.0078887434911818
2026-04-05,CHI at Temple Street,HSE Dublin & North East,0.0,0.0
2026-04-05,Cavan General Hospital,HSE Dublin & North East,12.0,8.471153515031299
2026-04-05,Connolly Hospital,Dublin North East,0.0,0.0
2026-04-05,Cork University Hospital,South / South-West,48.0,35.47366008594643
2026-04-05,Letterkenny University Hospital,West / North-West,32.0,25.701894578654183
2026-04-05,Louth County Hospital,HSE Dublin & North East,0.0,0.0
2026-04-05,MRH Mullingar,HSE Dublin & Midlands,3.0,0.0
2026-04-05,MRH Portlaoise,HSE Dublin & Midlands,0.0,0.0
2026-04-05,MRH Tullamore,HSE Dublin & Midlands,0.0,0.0
2026-04-05,Mallow General Hospital,HSE South & South East,0.0,0.0
2026-04-05,Mater Misericordiae University Hospital,Dublin North East,12.0,3.665931046184877
2026-04-05,Mayo University Hospital,HSE West & North West,24.0,16.95584290233949
2026-04-05,Mercy University Hospital,HSE South & South East,12.0,5.291304376544645
